epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,13035.1,0.39278,0.29043,1.00408,0.99233,0.99699,0.99478,0.96349,0.30558,0.17046,0.89554,0.0007435,0.0007435,0.0007435
189,13098.7,0.38998,0.28773,1.00445,0.99225,0.99701,0.99478,0.96343,0.30547,0.1703,0.89544,0.000694,0.000694,0.000694
190,13162.7,0.39161,0.28515,1.00274,0.99229,0.99698,0.99479,0.96371,0.3053,0.17021,0.89536,0.0006445,0.0006445,0.0006445
191,13254,0.25683,0.16136,0.92846,0.9925,0.99686,0.9948,0.96365,0.30529,0.17046,0.89529,0.000595,0.000595,0.000595
192,13318.3,0.25266,0.15456,0.9224,0.99305,0.99638,0.99481,0.96404,0.30524,0.17018,0.89511,0.0005455,0.0005455,0.0005455
193,13382.9,0.24679,0.15016,0.92432,0.99308,0.99619,0.9948,0.9643,0.30509,0.16985,0.89498,0.000496,0.000496,0.000496
194,13446.5,0.24859,0.14989,0.92421,0.99329,0.99612,0.99481,0.96409,0.3049,0.16955,0.89479,0.0004465,0.0004465,0.0004465
195,13509.9,0.24626,0.14591,0.92124,0.99333,0.99608,0.99481,0.96437,0.30463,0.16928,0.89464,0.000397,0.000397,0.000397
196,13573.3,0.24378,0.14645,0.91848,0.99342,0.99605,0.99481,0.96428,0.30455,0.16926,0.89456,0.0003475,0.0003475,0.0003475
197,13636.7,0.24158,0.14505,0.91865,0.99419,0.99555,0.99483,0.96442,0.30458,0.16905,0.89453,0.000298,0.000298,0.000298
198,13700.3,0.24075,0.14405,0.91926,0.99422,0.99555,0.99481,0.96471,0.30459,0.1686,0.89436,0.0002485,0.0002485,0.0002485
199,13764.1,0.23922,0.14302,0.91402,0.99373,0.99644,0.99481,0.96474,0.30453,0.16844,0.89431,0.000199,0.000199,0.000199
200,13828.3,0.23929,0.1426,0.91701,0.99375,0.99641,0.99483,0.96455,0.30432,0.16843,0.89421,0.0001495,0.0001495,0.0001495
