epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,23870.5,0.39322,0.28123,0.99956,0.99463,0.99781,0.99426,0.96305,0.30141,0.16741,0.88453,0.0007435,0.0007435,0.0007435
189,23991.8,0.39814,0.2835,0.99854,0.99463,0.99781,0.99431,0.96272,0.30149,0.16703,0.88449,0.000694,0.000694,0.000694
190,24112.8,0.39648,0.28061,1.00073,0.9946,0.99789,0.9943,0.96291,0.30156,0.16725,0.88443,0.0006445,0.0006445,0.0006445
191,24326.8,0.26509,0.16479,0.92414,0.99457,0.99799,0.99431,0.96277,0.3016,0.16665,0.8844,0.000595,0.000595,0.000595
192,24448.7,0.25921,0.15619,0.92173,0.99455,0.99813,0.9943,0.96287,0.30149,0.16661,0.88431,0.0005455,0.0005455,0.0005455
193,24569.1,0.25578,0.15282,0.91748,0.99452,0.99831,0.99429,0.96293,0.30138,0.16646,0.88419,0.000496,0.000496,0.000496
194,24689.9,0.25579,0.15199,0.92101,0.99454,0.99828,0.99428,0.96311,0.30132,0.16673,0.88408,0.0004465,0.0004465,0.0004465
195,24810.3,0.25167,0.1504,0.91354,0.99462,0.99799,0.99429,0.96348,0.3012,0.16668,0.88389,0.000397,0.000397,0.000397
196,24931.1,0.25088,0.14784,0.91806,0.9947,0.99776,0.99429,0.96354,0.30092,0.16647,0.88358,0.0003475,0.0003475,0.0003475
197,25051.3,0.24996,0.1477,0.91725,0.99476,0.99765,0.99426,0.96324,0.30076,0.16593,0.88327,0.000298,0.000298,0.000298
198,25171.9,0.24836,0.14604,0.91293,0.99479,0.99766,0.99427,0.96332,0.30056,0.16589,0.88304,0.0002485,0.0002485,0.0002485
199,25292.2,0.24897,0.14541,0.91435,0.9948,0.99763,0.99431,0.96391,0.30038,0.16584,0.88271,0.000199,0.000199,0.000199
200,25413.1,0.24575,0.14367,0.9107,0.9948,0.99767,0.99442,0.96361,0.30022,0.16536,0.88254,0.0001495,0.0001495,0.0001495
